Year,Zone,Sex,Age Group,Population,Prevalence,Crude Prevalence Rate
01/01/2004 12:00:00 AM,Central,M,80 +,4542,252,5.55
01/01/2004 12:00:00 AM,Eastern,F,0 to 9,7576,737,9.73
01/01/2004 12:00:00 AM,Eastern,F,10 to 19,8200,1261,15.38
01/01/2004 12:00:00 AM,Eastern,F,20 to 29,8142,714,8.77
01/01/2004 12:00:00 AM,Eastern,F,30 to 39,9770,652,6.67
01/01/2004 12:00:00 AM,Eastern,F,40 to 49,13787,868,6.3
01/01/2004 12:00:00 AM,Eastern,F,50 to 59,12906,939,7.28
01/01/2004 12:00:00 AM,Eastern,F,60 to 69,8809,635,7.21
01/01/2004 12:00:00 AM,Eastern,F,70 to 79,6321,391,6.19
01/01/2004 12:00:00 AM,Eastern,F,80 +,5490,310,5.65
01/01/2004 12:00:00 AM,Eastern,M,0 to 9,8008,1147,14.32
01/01/2004 12:00:00 AM,Eastern,M,10 to 19,8870,1698,19.14
01/01/2004 12:00:00 AM,Eastern,M,20 to 29,8342,595,7.13
01/01/2004 12:00:00 AM,Eastern,M,30 to 39,9667,370,3.83
01/01/2004 12:00:00 AM,Eastern,M,40 to 49,13168,464,3.52
01/01/2004 12:00:00 AM,Eastern,M,50 to 59,13366,482,3.61
01/01/2004 12:00:00 AM,Eastern,M,60 to 69,8627,355,4.11
01/01/2004 12:00:00 AM,Eastern,M,70 to 79,5228,222,4.25
01/01/2004 12:00:00 AM,Eastern,M,80 +,2846,132,4.64
01/01/2004 12:00:00 AM,Northern,F,0 to 9,7358,716,9.73
01/01/2004 12:00:00 AM,Northern,F,10 to 19,7696,1199,15.58
01/01/2004 12:00:00 AM,Northern,F,20 to 29,7978,855,10.72
01/01/2004 12:00:00 AM,Northern,F,30 to 39,9971,857,8.59
01/01/2004 12:00:00 AM,Northern,F,40 to 49,12441,1004,8.07
01/01/2004 12:00:00 AM,Northern,F,50 to 59,11277,974,8.64
01/01/2004 12:00:00 AM,Northern,F,60 to 69,7298,590,8.08
01/01/2004 12:00:00 AM,Northern,F,70 to 79,5490,421,7.67
01/01/2004 12:00:00 AM,Northern,F,80 +,4729,262,5.54
01/01/2004 12:00:00 AM,Northern,M,0 to 9,7847,1172,14.94
01/01/2004 12:00:00 AM,Northern,M,10 to 19,8258,1524,18.45
01/01/2004 12:00:00 AM,Northern,M,20 to 29,8019,586,7.31
01/01/2004 12:00:00 AM,Northern,M,30 to 39,9594,409,4.26
01/01/2004 12:00:00 AM,Northern,M,40 to 49,12228,523,4.28
01/01/2004 12:00:00 AM,Northern,M,50 to 59,11304,457,4.04
01/01/2004 12:00:00 AM,Northern,M,60 to 69,7432,283,3.81
01/01/2004 12:00:00 AM,Northern,M,70 to 79,4545,209,4.6
01/01/2004 12:00:00 AM,Northern,M,80 +,2477,133,5.37
01/01/2004 12:00:00 AM,Unknown,F,0 to 9,5804,466,8.03
01/01/2004 12:00:00 AM,Unknown,F,10 to 19,12023,1675,13.93
01/01/2004 12:00:00 AM,Unknown,F,20 to 29,11999,1066,8.88
01/01/2004 12:00:00 AM,Unknown,F,30 to 39,8789,584,6.64
01/01/2004 12:00:00 AM,Unknown,F,40 to 49,7237,510,7.05
01/01/2004 12:00:00 AM,Unknown,F,50 to 59,5158,394,7.64
01/01/2004 12:00:00 AM,Unknown,F,60 to 69,3033,215,7.09
01/01/2004 12:00:00 AM,Unknown,F,70 to 79,1963,128,6.52
01/01/2004 12:00:00 AM,Unknown,F,80 +,1596,97,6.08
01/01/2004 12:00:00 AM,Unknown,M,0 to 9,5803,636,10.96
01/01/2004 12:00:00 AM,Unknown,M,10 to 19,11671,2004,17.17
01/01/2004 12:00:00 AM,Unknown,M,20 to 29,11699,869,7.43
01/01/2004 12:00:00 AM,Unknown,M,30 to 39,8275,276,3.34
01/01/2004 12:00:00 AM,Unknown,M,40 to 49,6954,239,3.44
01/01/2004 12:00:00 AM,Unknown,M,50 to 59,4802,159,3.31
01/01/2004 12:00:00 AM,Unknown,M,60 to 69,2810,120,4.27
01/01/2004 12:00:00 AM,Unknown,M,70 to 79,1544,76,4.92
01/01/2004 12:00:00 AM,Unknown,M,80 +,802,39,4.86
01/01/2004 12:00:00 AM,Western,F,0 to 9,8902,845,9.49
01/01/2004 12:00:00 AM,Western,F,10 to 19,9739,1499,15.39
01/01/2004 12:00:00 AM,Western,F,20 to 29,9833,1059,10.77
01/01/2004 12:00:00 AM,Western,F,30 to 39,12455,1041,8.36
01/01/2004 12:00:00 AM,Western,F,40 to 49,17280,1393,8.06
01/01/2004 12:00:00 AM,Western,F,50 to 59,15595,1337,8.57
01/01/2004 12:00:00 AM,Western,F,60 to 69,10608,840,7.92
01/01/2004 12:00:00 AM,Western,F,70 to 79,7697,548,7.12
01/01/2004 12:00:00 AM,Western,F,80 +,6433,397,6.17
01/01/2004 12:00:00 AM,Western,M,0 to 9,9460,1323,13.99
01/01/2004 12:00:00 AM,Western,M,10 to 19,10309,1940,18.82
01/01/2004 12:00:00 AM,Western,M,20 to 29,9784,669,6.84
01/01/2004 12:00:00 AM,Western,M,30 to 39,12111,584,4.82
01/01/2004 12:00:00 AM,Western,M,40 to 49,16601,713,4.29
01/01/2004 12:00:00 AM,Western,M,50 to 59,15411,649,4.21
01/01/2004 12:00:00 AM,Western,M,60 to 69,10560,499,4.73
01/01/2004 12:00:00 AM,Western,M,70 to 79,6736,352,5.23
